timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
1541175369,3.403,-85,1.751,-82,2.743,-83,2.93,-85,2.869,-84,2.538,-83,2.294,-85,2.298,-82,-0.811003,0.404303,-0.0597356,-0.890711,0.401474,-0.138395,-0.814933,0.403577,-0.220249,-0.734669,0.404156,-0.141729
1541175369,3.389,-84,1.788,-83,2.734,-81,2.926,-86,2.874,-84,2.533,-83,2.327,-85,2.298,-81,-0.803469,0.404511,-0.052557,-0.882987,0.401572,-0.131784,-0.806767,0.403733,-0.213389,-0.726658,0.404274,-0.134468
1541175369,3.375,-86,1.746,-82,2.753,-82,2.916,-85,2.888,-84,2.561,-83,2.327,-85,2.275,-81,-0.79567,0.404518,-0.0455024,-0.875319,0.401831,-0.12486,-0.798283,0.403372,-0.205677,-0.718999,0.403922,-0.126911
1541175369,3.352,-85,1.788,-82,2.753,-82,2.921,-84,2.841,-85,2.524,-83,2.345,-85,2.27,-81,-0.789645,0.404072,-0.0385651,-0.868274,0.401655,-0.117918,-0.79169,0.403853,-0.199136,-0.712319,0.403848,-0.119973
1541175370,3.399,-86,1.751,-82,2.701,-82,2.879,-84,2.818,-84,2.542,-84,2.359,-85,2.289,-81,-0.782999,0.404232,-0.031606,-0.861846,0.40171,-0.111411,-0.785251,0.403907,-0.192339,-0.705656,0.403758,-0.11259
1541175370,3.399,-86,1.751,-82,2.729,-81,2.912,-84,2.883,-86,2.519,-84,2.383,-85,2.284,-81,-0.776743,0.403988,-0.024845,-0.85534,0.401803,-0.10517,-0.778256,0.404125,-0.185725,-0.699211,0.403865,-0.10602
1541175370,3.418,-86,1.802,-82,2.729,-82,2.865,-85,2.8,-84,2.495,-83,2.411,-85,2.275,-81,-0.770556,0.404051,-0.0181464,-0.849443,0.401448,-0.0985604,-0.771103,0.403474,-0.178164,-0.692848,0.403974,-0.098908
1541175370,3.389,-86,1.784,-82,2.729,-82,2.879,-86,2.809,-85,2.505,-84,2.416,-85,2.252,-81,-0.764699,0.404021,-0.0115512,-0.842953,0.401304,-0.0918813,-0.764653,0.403604,-0.171371,-0.686589,0.403893,-0.0919089
1541175370,3.418,-85,1.802,-82,2.753,-82,2.893,-85,2.813,-84,2.5,-83,2.406,-85,2.289,-81,-0.75857,0.403915,-0.00483893,-0.836398,0.401494,-0.0853353,-0.757643,0.403509,-0.164447,-0.679891,0.403881,-0.084534
1541175370,3.389,-86,1.821,-82,2.767,-82,2.832,-84,2.814,-84,2.486,-83,2.425,-86,2.284,-82,-0.751671,0.403393,0.00267105,-0.829413,0.40139,-0.0785114,-0.750752,0.404011,-0.157776,-0.672918,0.403917,-0.0768502
1541175370,3.422,-85,1.821,-81,2.757,-82,2.841,-84,2.818,-85,2.486,-83,2.463,-86,2.252,-81,-0.745167,0.403466,0.0104355,-0.822146,0.401571,-0.0712964,-0.74293,0.404299,-0.150381,-0.665836,0.403738,-0.0687417
1541175370,3.418,-89,1.845,-82,2.786,-82,2.855,-85,2.814,-84,2.477,-83,2.439,-85,2.261,-81,-0.738503,0.403803,0.0163811,-0.815282,0.401748,-0.0652277,-0.735692,0.404302,-0.143978,-0.658836,0.403899,-0.0620767
1541175370,3.418,-86,1.821,-82,2.767,-81,2.827,-84,2.786,-84,2.463,-84,2.467,-86,2.261,-81,-0.733042,0.404241,0.0207826,-0.809071,0.401414,-0.0609612,-0.729325,0.403949,-0.139512,-0.652735,0.403913,-0.0572975
1541175370,3.413,-85,1.802,-82,2.809,-82,2.86,-84,2.772,-83,2.467,-83,2.477,-86,2.237,-81,-0.729778,0.404299,0.0247138,-0.806249,0.401549,-0.0574257,-0.725356,0.403431,-0.13559,-0.649471,0.40422,-0.0533403
1541175370,3.385,-86,1.793,-82,2.814,-82,2.832,-84,2.781,-84,2.439,-83,2.491,-85,2.27,-81,-0.722441,0.40443,0.033027,-0.797763,0.401812,-0.0494067,-0.718144,0.404237,-0.127775,-0.642019,0.404538,-0.0446287
1541175370,3.366,-87,1.849,-82,2.818,-83,2.822,-84,2.772,-83,2.444,-83,2.495,-86,2.28,-81,-0.715974,0.404947,0.0386585,-0.791442,0.402387,-0.0446251,-0.711207,0.404124,-0.12174,-0.635232,0.404802,-0.0388309
1541175370,3.38,-86,1.826,-83,2.795,-82,2.809,-83,2.757,-83,2.425,-83,2.533,-86,2.266,-82,-0.709644,0.405294,0.0442312,-0.784705,0.402236,-0.0386939,-0.703936,0.403999,-0.116328,-0.628332,0.404876,-0.0330543
1541175370,3.418,-86,1.835,-83,2.818,-82,2.813,-83,2.781,-84,2.416,-83,2.528,-86,2.294,-81,-0.703305,0.405605,0.0499299,-0.778111,0.402149,-0.0319275,-0.696286,0.403684,-0.10968,-0.621879,0.40498,-0.0265786
1541175370,3.375,-86,1.821,-83,2.837,-82,2.814,-83,2.781,-84,2.458,-84,2.467,-86,2.294,-81,-0.696994,0.405706,0.0571434,-0.771543,0.402294,-0.0255679,-0.690584,0.404267,-0.103307,-0.615632,0.405102,-0.0194869
1541175370,3.427,-86,1.868,-83,2.79,-82,2.781,-83,2.762,-83,2.402,-84,2.495,-87,2.237,-81,-0.69077,0.406126,0.0634748,-0.765441,0.402693,-0.0188386,-0.684212,0.40443,-0.0964459,-0.609351,0.4051,-0.013005
1541175370,3.389,-88,1.853,-83,2.822,-82,2.809,-84,2.767,-85,2.397,-84,2.481,-87,2.223,-82,-0.684443,0.406313,0.0700258,-0.75851,0.403171,-0.0132556,-0.677207,0.404742,-0.0899694,-0.602737,0.405348,-0.00607259
1541175370,3.408,-87,1.882,-82,2.822,-82,2.781,-83,2.753,-83,2.411,-83,2.477,-86,2.247,-81,-0.678219,0.406256,0.0767405,-0.751661,0.40359,-0.00703212,-0.670402,0.404437,-0.0834087,-0.595786,0.405362,0.000665759
1541175370,3.385,-86,1.872,-82,2.79,-82,2.772,-83,2.753,-83,2.378,-83,2.533,-86,2.27,-81,-0.671605,0.406591,0.0837618,-0.745312,0.403482,-0.000191863,-0.663046,0.403964,-0.0758557,-0.589606,0.405306,0.00757426
1541175370,3.38,-86,1.882,-83,2.813,-83,2.762,-83,2.715,-84,2.378,-83,2.547,-87,2.261,-81,-0.665334,0.40617,0.0900353,-0.738364,0.403651,0.00629618,-0.656343,0.404155,-0.0691969,-0.582733,0.405262,0.014885
1541175371,3.375,-86,1.877,-83,2.814,-83,2.772,-83,2.72,-83,2.383,-83,2.453,-86,2.28,-81,-0.658704,0.406392,0.0974424,-0.731502,0.403311,0.0134696,-0.649644,0.404631,-0.0628658,-0.576057,0.405284,0.0222879
1541175371,3.338,-86,1.914,-84,2.832,-82,2.729,-83,2.715,-83,2.355,-83,2.458,-86,2.256,-81,-0.652027,0.406415,0.103853,-0.725037,0.403339,0.0199546,-0.643174,0.404666,-0.056336,-0.569538,0.405141,0.0286339
1541175371,3.399,-86,1.891,-83,2.846,-83,2.729,-83,2.729,-83,2.341,-83,2.472,-87,2.28,-81,-0.646791,0.406456,0.110805,-0.719478,0.403037,0.0272377,-0.637681,0.404293,-0.0492158,-0.564034,0.405206,0.0355192
1541175371,3.427,-86,1.882,-83,2.855,-83,2.725,-83,2.715,-83,2.327,-83,2.444,-87,2.237,-81,-0.640932,0.406372,0.11768,-0.713825,0.403038,0.0335612,-0.63192,0.404283,-0.0422879,-0.558293,0.405041,0.0423878
1541175371,3.366,-86,1.877,-83,2.841,-82,2.729,-83,2.711,-83,2.303,-83,2.434,-88,2.256,-81,-0.634242,0.406477,0.124564,-0.707059,0.403047,0.0410749,-0.62571,0.404349,-0.0354682,-0.551944,0.40511,0.0492499
1541175371,3.399,-85,1.928,-83,2.874,-83,2.706,-83,2.711,-83,2.345,-84,2.463,-87,2.266,-81,-0.627651,0.406323,0.132222,-0.70103,0.403052,0.0485659,-0.618558,0.404479,-0.0272783,-0.545266,0.404865,0.0570066
1541175371,3.394,-86,1.896,-84,2.841,-84,2.715,-84,2.696,-83,2.317,-83,2.448,-87,2.2,-81,-0.621089,0.406019,0.14001,-0.694095,0.403279,0.0565666,-0.612316,0.404894,-0.0199575,-0.538826,0.404923,0.0647559
1541175371,3.418,-85,1.938,-83,2.86,-83,2.687,-83,2.706,-83,2.327,-82,2.439,-87,2.209,-82,-0.614264,0.405906,0.14762,-0.687091,0.403122,0.0642026,-0.605386,0.403969,-0.011591,-0.531901,0.404967,0.0721537
1541175371,3.432,-85,1.952,-84,2.865,-83,2.673,-84,2.692,-83,2.298,-83,2.453,-87,2.214,-81,-0.607149,0.406012,0.15493,-0.680256,0.40309,0.0712177,-0.597594,0.40401,-0.00444673,-0.52465,0.404523,0.0791636
1541175371,3.366,-86,1.896,-83,2.874,-82,2.645,-83,2.682,-83,2.298,-84,2.43,-87,2.223,-81,-0.600136,0.406167,0.161362,-0.673422,0.403631,0.0777488,-0.590093,0.403952,0.00232562,-0.517356,0.404553,0.086155
