,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,1541174713,3.418,-85,3.3569999999999998,-85,3.6660000000000004,-89,1.016,-79,1.868,-86,1.7269999999999999,-82,4.073,-85,2.926,-84,0.750961,0.412013,0.870682,0.785956,0.407806,0.9770049999999999,0.6811020000000001,0.407876,1.01424,0.645365,0.409385,0.907869
1,1541174713,3.408,-85,3.352,-85,3.7310000000000003,-89,1.011,-80,1.905,-85,1.746,-81,4.115,-85,2.888,-84,0.750447,0.412213,0.879324,0.7911239999999999,0.40802,0.983159,0.687662,0.407534,1.02589,0.647371,0.409262,0.921286
2,1541174713,3.403,-84,3.4130000000000003,-84,3.8110000000000004,-87,0.9640000000000001,-80,1.9240000000000002,-86,1.756,-85,4.101,-87,2.883,-85,0.750264,0.412067,0.8874200000000001,0.796262,0.40779699999999997,0.989333,0.694635,0.407595,1.03653,0.650065,0.408997,0.93385
3,1541174713,3.4219999999999997,-86,3.446,-85,3.863,-86,0.95,-80,1.891,-86,1.7790000000000001,-84,4.129,-86,2.9160000000000004,-87,0.7510359999999999,0.411837,0.8951,0.801269,0.407907,0.9947030000000001,0.7018,0.407507,1.04641,0.652209,0.408997,0.947185
4,1541174713,3.46,-86,3.432,-87,3.8810000000000002,-89,0.922,-81,1.9380000000000002,-87,1.7790000000000001,-85,4.1339999999999995,-87,2.8739999999999997,-87,0.752255,0.411631,0.902336,0.807264,0.407958,1.00004,0.709938,0.40744600000000003,1.05603,0.6564409999999999,0.408879,0.958849
5,1541174713,3.46,-85,3.46,-85,3.923,-87,0.9359999999999999,-80,1.9140000000000001,-85,1.8259999999999998,-84,4.1339999999999995,-85,2.883,-85,0.7544649999999999,0.411509,0.9091299999999999,0.813632,0.40779099999999996,1.00406,0.719178,0.407962,1.06467,0.660658,0.40886500000000003,0.970065
6,1541174713,3.45,-83,3.4739999999999998,-85,3.923,-85,0.9079999999999999,-80,1.896,-85,1.891,-85,4.195,-86,2.912,-87,0.755876,0.41121499999999994,0.915877,0.820212,0.40763499999999997,1.00803,0.729817,0.407688,1.0729799999999998,0.66571,0.408692,0.982375
7,1541174713,3.455,-84,3.469,-87,3.938,-84,0.9590000000000001,-81,1.919,-86,1.9240000000000002,-85,4.2139999999999995,-86,2.9019999999999997,-85,0.756696,0.410997,0.9238350000000001,0.82588,0.40776999999999997,1.0125600000000001,0.738054,0.40665100000000004,1.08154,0.670345,0.408394,0.994778
8,1541174713,3.464,-84,3.469,-86,3.9189999999999996,-86,0.95,-81,1.9280000000000002,-85,1.989,-87,4.218,-87,2.8510000000000004,-86,0.758035,0.410709,0.93181,0.8310280000000001,0.407631,1.01683,0.747441,0.40674899999999997,1.09035,0.674675,0.408118,1.00686
9,1541174713,3.4789999999999996,-86,3.488,-88,3.947,-86,0.9640000000000001,-81,1.9469999999999998,-85,1.5490000000000002,-86,4.232,-86,2.8139999999999996,-86,0.759469,0.41069399999999995,0.939441,0.836484,0.40779299999999996,1.02084,0.756954,0.406442,1.09779,0.680109,0.40755,1.0177399999999999
10,1541174713,3.464,-84,3.5810000000000004,-86,3.9610000000000003,-85,0.9359999999999999,-80,1.9609999999999999,-85,1.53,-87,4.228,-86,2.8139999999999996,-86,0.762396,0.410156,0.945524,0.843649,0.40784000000000004,1.0231700000000001,0.7682859999999999,0.406858,1.10483,0.687208,0.407591,1.02852
