,timestamp,R1,RSS1,R2,RSS2,R3,RSS3,R4,RSS4,R5,RSS5,R6,RSS6,R7,RSS7,R8,RSS8,X_M1,Y_M1,Z_M1,X_M2,Y_M2,Z_M2,X_M3,Y_M3,Z_M3,X_M4,Y_M4,Z_M4
0,1541176059,2.813,-85,2.036,-82,1.844,-81,3.5439999999999996,-82,3.005,-85,3.324,-83,1.999,-85,3.202,-82,-0.684502,0.40367600000000003,-1.00076,-0.794917,0.40031300000000003,-1.0111299999999999,-0.787036,0.400751,-1.12186,-0.676067,0.402533,-1.11178
1,1541176059,2.813,-83,2.0180000000000002,-82,1.8630000000000002,-81,3.5389999999999997,-83,3.0010000000000003,-85,3.301,-83,1.994,-86,3.2119999999999997,-85,-0.675226,0.403801,-1.00033,-0.785442,0.400345,-1.0105,-0.777293,0.401239,-1.12113,-0.666543,0.402982,-1.11117
2,1541176060,2.804,-83,2.041,-83,1.844,-80,3.5439999999999996,-83,2.987,-85,3.306,-84,1.9609999999999999,-86,3.2119999999999997,-82,-0.665144,0.403891,-0.9991690000000001,-0.775688,0.400406,-1.0092700000000001,-0.767195,0.401435,-1.12029,-0.65682,0.403133,-1.10996
3,1541176060,2.813,-86,2.06,-84,1.8630000000000002,-81,3.535,-84,2.991,-86,3.287,-85,2.013,-87,3.221,-85,-0.656039,0.4043,-0.998245,-0.7661140000000001,0.400547,-1.0084799999999998,-0.757985,0.40131300000000003,-1.11963,-0.647094,0.40319099999999997,-1.10859
4,1541176060,2.804,-86,2.055,-84,1.8769999999999998,-82,3.5389999999999997,-84,2.9730000000000003,-85,3.324,-85,1.8719999999999999,-84,3.198,-83,-0.646536,0.40425900000000003,-0.9974790000000001,-0.7567510000000001,0.400502,-1.00791,-0.748455,0.401333,-1.1186,-0.6374569999999999,0.40334200000000003,-1.10788
5,1541176060,2.795,-84,2.046,-82,1.849,-81,3.53,-83,2.949,-86,3.301,-83,1.886,-85,3.193,-82,-0.637219,0.40409,-0.996215,-0.747689,0.400624,-1.0066899999999999,-0.738946,0.401658,-1.1182,-0.628215,0.40347,-1.10674
6,1541176060,2.786,-83,2.0869999999999997,-82,1.8630000000000002,-81,3.4930000000000003,-84,2.912,-85,3.2769999999999997,-83,1.788,-87,3.216,-83,-0.627983,0.404486,-0.995448,-0.737842,0.40045,-1.00635,-0.72902,0.401826,-1.11729,-0.6181909999999999,0.403563,-1.1058700000000001
7,1541176060,2.804,-83,2.065,-82,1.835,-81,3.4789999999999996,-83,2.9019999999999997,-85,3.2960000000000003,-83,1.732,-88,3.221,-82,-0.6173810000000001,0.404305,-0.994025,-0.7278319999999999,0.401059,-1.00556,-0.718498,0.401997,-1.11609,-0.6076739999999999,0.40376,-1.10467
8,1541176060,2.8,-83,2.088,-82,1.845,-82,3.4789999999999996,-83,2.93,-87,3.282,-83,1.709,-90,3.221,-84,-0.606202,0.404485,-0.9927219999999999,-0.716957,0.40127199999999996,-1.00407,-0.70697,0.40273400000000004,-1.11514,-0.596018,0.40392,-1.1031799999999998
9,1541176060,2.781,-85,2.12,-84,1.858,-81,3.4789999999999996,-85,2.898,-85,3.319,-83,1.643,-87,3.221,-83,-0.594255,0.404124,-0.9914459999999999,-0.70472,0.401891,-1.00309,-0.6945640000000001,0.4031,-1.1138299999999999,-0.584218,0.403688,-1.10206
